"seqnames","start","end","width","strand","length","abs_summit","pileup","X.log10.pvalue.","fold_enrichment","X.log10.qvalue.","name","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr16",46154034,46154485,452,"*",452,46154280,29,29.2465,12.8637,24.6215,"RARG_Treated_vs_Input_peak_189","Promoter (<=1kb)",16,46152985,46155077,2093,2,"11615","ENSMUST00000059524.6",592,"ENSMUSG00000048087","Ahcyl","adenosylhomocysteinase like"
"chr16",57121826,57122105,280,"*",280,57122096,15,14.5077,8.47412,10.5237,"RARG_Treated_vs_Input_peak_190","Promoter (<=1kb)",16,57121703,57156705,35003,1,"28185","ENSMUST00000166897.2",123,"ENSMUSG00000022752","Tomm70a","translocase of outer mitochondrial membrane 70A"
"chr16",62042315,62042597,283,"*",283,62042492,5,4.90546,4.03106,1.31395,"RARG_Treated_vs_Input_peak_191","Distal Intergenic",16,62735161,62767123,31963,2,"106338","ENSMUST00000156676.1",724526,"ENSMUSG00000050312","Nsun3","NOL1/NOP2/Sun domain family member 3"
"chr16",64450414,64450644,231,"*",231,64450596,17,21.6085,12.0932,17.3027,"RARG_Treated_vs_Input_peak_192","Distal Intergenic",16,64477810,64602408,124599,2,"224291","ENSMUST00000209382.2",151764,"ENSMUSG00000068167","Csnk2a2ip","casein kinase 2, alpha prime interacting protein"
"chr16",65473543,65473892,350,"*",350,65473554,11,12.582,8.04729,8.6838,"RARG_Treated_vs_Input_peak_193","Distal Intergenic",16,65520511,65534297,13787,1,"18736","ENSMUST00000176330.7",-46619,"ENSMUSG00000004842","Pou1f1","POU domain, class 1, transcription factor 1"
"chr16",76486293,76486572,280,"*",280,76486415,7,7.28305,5.37475,3.57547,"RARG_Treated_vs_Input_peak_194","Intron (ENSMUST00000207575.2/ENSMUST00000207575.2, intron 1 of 5)",16,76548795,76551224,2430,1,"102632730","ENSMUST00000232268.1",-62223,"ENSMUSG00000116701","Gm30726","predicted gene, 30726"
"chr16",92058634,92058861,228,"*",228,92058843,21,21.116,10.7894,16.856,"RARG_Treated_vs_Input_peak_195","Promoter (<=1kb)",16,92058813,92112227,53415,1,"121022","ENSMUST00000232222.1",0,"ENSMUSG00000039680","Mrps6","mitochondrial ribosomal protein S6"
"chr17",4626166,4626598,433,"*",433,4626338,980,1652.75,114.752,1644.75,"RARG_Treated_vs_Input_peak_196","Distal Intergenic",17,4634978,4637471,2494,1,"75117","ENSMUST00000232624.1",-8380,"ENSMUSG00000116767","4930517M08Rik","RIKEN cDNA 4930517M08 gene"
"chr17",4994533,4994752,220,"*",220,4994542,8,6.36927,4.76669,2.70001,"RARG_Treated_vs_Input_peak_197","Promoter (<=1kb)",17,4994939,5343505,348567,1,"239985","ENSMUST00000092723.10",-187,"ENSMUSG00000069729","Arid1b","AT-rich interaction domain 1B"
"chr17",4995349,4995563,215,"*",215,4995360,12,8.71051,5.57425,4.94657,"RARG_Treated_vs_Input_peak_198","Promoter (<=1kb)",17,4995074,5347656,352583,1,"239985","ENSMUST00000115797.8",275,"ENSMUSG00000069729","Arid1b","AT-rich interaction domain 1B"
"chr17",4996276,4996519,244,"*",244,4996287,39,60.566,26.8737,55.3708,"RARG_Treated_vs_Input_peak_199","Promoter (<=1kb)",17,4996421,5347656,351236,1,"239985","ENSMUST00000115799.1",0,"ENSMUSG00000069729","Arid1b","AT-rich interaction domain 1B"
"chr17",6106659,6106913,255,"*",255,6106702,21,28.0997,14.7806,23.5094,"RARG_Treated_vs_Input_peak_200","Promoter (<=1kb)",17,6106858,6124835,17978,1,"68842","ENSMUST00000146758.7",0,"ENSMUSG00000034377","Tulp4","TUB like protein 4"
"chr17",23803600,23803824,225,"*",225,23803608,35,33.3388,12.9673,28.5524,"RARG_Treated_vs_Input_peak_201","Promoter (<=1kb)",17,23803234,23810028,6795,1,"75956","ENSMUST00000233636.1",366,"ENSMUSG00000039218","Srrm2","serine/arginine repetitive matrix 2"
"chr17",25121683,25121947,265,"*",265,25121706,5,4.17992,3.61182,0.733143,"RARG_Treated_vs_Input_peak_202","Promoter (<=1kb)",17,25120928,25125292,4365,1,"68509","ENSMUST00000233641.1",755,"ENSMUSG00000044172","Ptx4","pentraxin 4"
"chr17",27565617,27565923,307,"*",307,27565720,22,20.1016,9.86213,15.8681,"RARG_Treated_vs_Input_peak_203","Promoter (<=1kb)",17,27563573,27565756,2184,2,"106672","ENSMUST00000154473.8",0,"ENSMUSG00000062753","Smim29","small integral membrane protein 29"
"chr17",30273826,30274063,238,"*",238,30274054,11,7.71767,5.14546,3.99497,"RARG_Treated_vs_Input_peak_204","Intron (ENSMUST00000168787.7/224671, intron 9 of 10)",17,30217541,30292332,74792,2,"224671","ENSMUST00000235187.1",18269,"ENSMUSG00000062202","Btbd9","BTB domain containing 9"
"chr17",34957498,34958002,505,"*",505,34957583,46,59.0726,23.05,53.8912,"RARG_Treated_vs_Input_peak_205","Promoter (1-2kb)",17,34956436,34959238,2803,2,"15511","ENSMUST00000172753.1",1236,"ENSMUSG00000090877","Hspa1b","heat shock protein 1B"
"chr17",34970690,34970920,231,"*",231,34970749,17,9.23787,4.91225,5.46618,"RARG_Treated_vs_Input_peak_206","Promoter (1-2kb)",17,34969190,34972156,2967,2,"193740","ENSMUST00000087328.3",1236,"ENSMUSG00000091971","Hspa1a","heat shock protein 1A"
"chr17",57254109,57254337,229,"*",229,57254331,12,8.71051,5.57425,4.94657,"RARG_Treated_vs_Input_peak_207","Promoter (<=1kb)",17,57254057,57255659,1603,1,"106628","ENSMUST00000225523.1",52,"ENSMUSG00000019487","Trip10","thyroid hormone receptor interactor 10"
"chr17",57811682,57811909,228,"*",228,57811761,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_208","Intron (ENSMUST00000076038.6/620292, intron 1 of 23)",17,57769570,58410355,640786,1,"620292","ENSMUST00000076038.6",42112,"ENSMUSG00000038048","Cntnap5c","contactin associated protein-like 5C"
"chr17",65783132,65783583,452,"*",452,65783284,15,8.68216,4.96855,4.92259,"RARG_Treated_vs_Input_peak_209","Promoter (<=1kb)",17,65783355,65841926,58572,1,"70351","ENSMUST00000073104.10",0,"ENSMUSG00000061950","Ppp4r1","protein phosphatase 4, regulatory subunit 1"
"chr17",70794137,70794350,214,"*",214,70794143,18,23.1991,12.765,18.8222,"RARG_Treated_vs_Input_peak_210","Intron (ENSMUST00000133983.7/224997, intron 11 of 13)",17,70809072,70819401,10330,1,"224997","ENSMUST00000233780.1",-14722,"ENSMUSG00000003279","Dlgap1","DLG associated protein 1"
"chr17",79020318,79020561,244,"*",244,79020544,34,32.0314,12.6071,27.2935,"RARG_Treated_vs_Input_peak_211","Promoter (<=1kb)",17,79010127,79020777,10651,2,"75292","ENSMUST00000130070.1",216,"ENSMUSG00000024070","Prkd3","protein kinase D3"
"chr17",80448231,80448469,239,"*",239,80448316,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_212","Intron (ENSMUST00000068714.6/20662, intron 6 of 21)",17,80393751,80479969,86219,2,"20662","ENSMUST00000068714.6",31500,"ENSMUSG00000024241","Sos1","SOS Ras/Rac guanine nucleotide exchange factor 1"
"chr17",80479796,80480059,264,"*",264,80479805,15,14.5077,8.47412,10.5237,"RARG_Treated_vs_Input_peak_213","Promoter (<=1kb)",17,80393751,80479969,86219,2,"20662","ENSMUST00000068714.6",0,"ENSMUSG00000024241","Sos1","SOS Ras/Rac guanine nucleotide exchange factor 1"
"chr17",80727699,80728032,334,"*",334,80728017,34,44.5916,19.9354,39.5701,"RARG_Treated_vs_Input_peak_214","Promoter (<=1kb)",17,80580517,80728024,147508,2,"225028","ENSMUST00000234133.1",0,"ENSMUSG00000024242","Map4k3","mitogen-activated protein kinase kinase kinase kinase 3"
"chr17",86249897,86250112,216,"*",216,86250102,14,15.8402,9.45987,11.7995,"RARG_Treated_vs_Input_peak_215","Intron (ENSMUST00000097275.8/18754, intron 1 of 14)",17,86285164,86287178,2015,2,"72104","ENSMUST00000191222.1",37066,"ENSMUSG00000100738","2010106C02Rik","RIKEN cDNA 2010106C02 gene"
"chr17",87797122,87797386,265,"*",265,87797254,25,28.7943,14.0531,24.1791,"RARG_Treated_vs_Input_peak_216","Promoter (<=1kb)",17,87745801,87797994,52194,2,"210741","ENSMUST00000055221.8",608,"ENSMUSG00000050138","Kcnk12","potassium channel, subfamily K, member 12"
"chr17",92209309,92209520,212,"*",212,92209322,8,8.55093,6.04659,4.79429,"RARG_Treated_vs_Input_peak_217","Distal Intergenic",17,93199017,93200096,1080,1,"11516","ENSMUST00000234646.1",-989497,"ENSMUSG00000024256","Adcyap1","adenylate cyclase activating polypeptide 1"
"chr18",7547895,7548170,276,"*",276,7547923,5,4.90546,4.03106,1.31395,"RARG_Treated_vs_Input_peak_218","Intron (ENSMUST00000115869.3/75739, intron 2 of 16)",18,7458935,7608971,150037,2,"75739","ENSMUST00000234874.1",60801,"ENSMUSG00000057440","Mpp7","membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)"
"chr18",11054658,11054893,236,"*",236,11054791,27,25.8404,11.5852,21.3552,"RARG_Treated_vs_Input_peak_219","Promoter (<=1kb)",18,11055038,11059350,4313,1,"14465","ENSMUST00000234722.1",-145,"ENSMUSG00000005836","Gata6","GATA binding protein 6"
"chr18",22969869,22970125,257,"*",257,22969895,6,4.8397,3.98708,1.31395,"RARG_Treated_vs_Input_peak_220","Intron (ENSMUST00000081423.12/319211, intron 1 of 10)",18,22921872,22952310,30439,2,"319211","ENSMUST00000097652.3",-17559,"ENSMUSG00000041923","Nol4","nucleolar protein 4"
"chr18",25036887,25037147,261,"*",261,25036897,7,7.28305,5.37475,3.57547,"RARG_Treated_vs_Input_peak_221","Intron (ENSMUST00000037097.8/225288, intron 13 of 26)",18,25124361,25130694,6334,1,"225288","ENSMUST00000234199.1",-87214,"ENSMUSG00000034295","Fhod3","formin homology 2 domain containing 3"
"chr18",25414399,25414757,359,"*",359,25414736,137,220.226,59.1728,214.368,"RARG_Treated_vs_Input_peak_222","Intron (ENSMUST00000159605.7/225289, intron 7 of 8)",18,25479488,25486897,7410,2,"108013","ENSMUST00000225528.1",72140,"ENSMUSG00000024268","Celf4","CUGBP, Elav-like family member 4"
"chr18",32169821,32170089,269,"*",269,32170032,6,4.3985,3.70743,0.931353,"RARG_Treated_vs_Input_peak_223","Intron (ENSMUST00000234576.1/26405, intron 1 of 2)",18,32163196,32236751,73556,1,"26405","ENSMUST00000096575.4",6625,"ENSMUSG00000024383","Map3k2","mitogen-activated protein kinase kinase kinase 2"
"chr18",36018136,36018409,274,"*",274,36018403,11,10.5044,6.87197,6.68367,"RARG_Treated_vs_Input_peak_224","Exon (ENSMUST00000115713.8/100042150, exon 10 of 10)",18,36021070,36031941,10872,2,"100042150","ENSMUST00000115712.9",13532,"ENSMUSG00000060275","Nrg2","neuregulin 2"
"chr18",40980565,40980800,236,"*",236,40980664,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_225","Distal Intergenic",18,40523099,40531179,8081,1,"383348","ENSMUST00000236525.1",457466,"ENSMUSG00000051401","Kctd16","potassium channel tetramerisation domain containing 16"
"chr18",42876424,42876644,221,"*",221,42876557,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_226","Intron (ENSMUST00000136118.7/72930, intron 1 of 8)",18,42758468,42898815,140348,2,"72930","ENSMUST00000155262.1",22171,"ENSMUSG00000024500","Ppp2r2b","protein phosphatase 2, regulatory subunit B, beta"
"chr18",57878431,57878835,405,"*",405,57878641,14,10.4218,6.20634,6.60497,"RARG_Treated_vs_Input_peak_227","Promoter (<=1kb)",18,57878678,57946821,68144,1,"20496","ENSMUST00000115366.2",0,"ENSMUSG00000024597","Slc12a2","solute carrier family 12, member 2"
"chr18",61177052,61177264,213,"*",213,61177246,19,21.5617,11.6422,17.2776,"RARG_Treated_vs_Input_peak_228","Promoter (<=1kb)",18,61131277,61177050,45774,2,"106894","ENSMUST00000091884.5",-2,"ENSMUSG00000024622","Hmgxb3","HMG box domain containing 3"
"chr18",65427478,65427809,332,"*",332,65427499,113,147.871,35.4009,142.154,"RARG_Treated_vs_Input_peak_229","Exon (ENSMUST00000175542.1/ENSMUST00000175542.1, exon 1 of 1)",18,65430938,65477805,46868,1,"240354","ENSMUST00000224056.2",-3129,"ENSMUSG00000032688","Malt1","MALT1 paracaspase"
"chr18",67610423,67610819,397,"*",397,67610809,19,24.8118,13.4369,20.3651,"RARG_Treated_vs_Input_peak_230","Promoter (<=1kb)",18,67488209,67610790,122582,2,"68166","ENSMUST00000115050.9",0,"ENSMUSG00000024533","Spire1","spire type actin nucleation factor 1"
"chr18",68299970,68300205,236,"*",236,68300190,30,36.4585,16.7556,31.5938,"RARG_Treated_vs_Input_peak_231","Promoter (<=1kb)",18,68275917,68300202,24286,2,"108654","ENSMUST00000152193.1",0,"ENSMUSG00000038121","Fam210a","family with sequence similarity 210, member A"
"chr18",69833797,69834025,229,"*",229,69833895,8,8.55093,6.04659,4.79429,"RARG_Treated_vs_Input_peak_232","Distal Intergenic",18,69925426,69944044,18619,1,"381175","ENSMUST00000151773.1",-91401,"ENSMUSG00000038903","Ccdc68","coiled-coil domain containing 68"
"chr18",69932004,69932263,260,"*",260,69932039,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_233","Intron (ENSMUST00000151773.1/381175, intron 1 of 3)",18,69925576,69969484,43909,1,"381175","ENSMUST00000080050.5",6428,"ENSMUSG00000038903","Ccdc68","coiled-coil domain containing 68"
"chr18",80322685,80322938,254,"*",254,80322702,28,32.8138,15.3593,28.0599,"RARG_Treated_vs_Input_peak_234","Exon (ENSMUST00000077962.7/240444, exon 3 of 4)",18,80322679,80363336,40658,2,"240444","ENSMUST00000184574.1",40398,"ENSMUSG00000059852","Kcng2","potassium voltage-gated channel, subfamily G, member 2"
"chr18",80712778,80713034,257,"*",257,80712790,27,20.7146,8.69497,16.4657,"RARG_Treated_vs_Input_peak_235","Promoter (<=1kb)",18,80606205,80712766,106562,2,"18018","ENSMUST00000170905.8",-12,"ENSMUSG00000033016","Nfatc1","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1"
"chr18",84588941,84589170,230,"*",230,84589162,17,20.4783,11.4887,16.2329,"RARG_Treated_vs_Input_peak_236","Promoter (<=1kb)",18,84207701,84589504,381804,2,"240476","ENSMUST00000125763.2",334,"ENSMUSG00000048410","Zfp407","zinc finger protein 407"
"chr19",3768654,3768958,305,"*",305,3768664,20,22.5764,11.9612,18.2352,"RARG_Treated_vs_Input_peak_237","Promoter (<=1kb)",19,3768547,3796660,28114,1,"225888","ENSMUST00000177355.1",107,"ENSMUSG00000045098","Kmt5b","lysine methyltransferase 5B"
"chr19",5457119,5457331,213,"*",213,5457128,18,13.0759,6.84388,9.15163,"RARG_Treated_vs_Input_peak_238","Promoter (<=1kb)",19,5453185,5457504,4320,2,"240514","ENSMUST00000236881.1",173,"ENSMUSG00000095098","Ccdc85b","coiled-coil domain containing 85B"
"chr19",10456859,10457265,407,"*",407,10457071,22,24.3879,12.4316,19.97,"RARG_Treated_vs_Input_peak_239","Promoter (<=1kb)",19,10455371,10457473,2103,2,"278795","ENSMUST00000171400.3",208,"ENSMUSG00000090291","Lrrc10b","leucine rich repeat containing 10B"
"chr19",10940234,10940483,250,"*",250,10940253,27,31.2994,14.8297,26.6006,"RARG_Treated_vs_Input_peak_240","Exon (ENSMUST00000037261.3/14764, exon 3 of 3)",19,10937160,10942511,5352,1,"14764","ENSMUST00000037261.3",3074,"ENSMUSG00000034117","Ptgdr2","prostaglandin D2 receptor 2"
"chr19",15984665,15984879,215,"*",215,15984669,24,24.303,11.7178,19.8878,"RARG_Treated_vs_Input_peak_241","Promoter (<=1kb)",19,15955981,15984693,28713,2,"208518","ENSMUST00000236749.1",0,"ENSMUSG00000041491","Cep78","centrosomal protein 78"
"chr19",38379191,38379504,314,"*",314,38379490,14,13.2505,7.94449,9.31533,"RARG_Treated_vs_Input_peak_242","Distal Intergenic",19,38395980,38405610,9631,1,"240660","ENSMUST00000054098.3",-16476,"ENSMUSG00000044026","Slc35g1","solute carrier family 35, member G1"
"chr19",44681520,44681749,230,"*",230,44681553,5,4.50725,3.80663,1.03357,"RARG_Treated_vs_Input_peak_243","Distal Intergenic",19,44756045,44837851,81807,1,"18504","ENSMUST00000174490.8",-74296,"ENSMUSG00000004231","Pax2","paired box 2"
"chr19",46005333,46005603,271,"*",271,46005397,15,11.871,6.86061,7.99531,"RARG_Treated_vs_Input_peak_244","Promoter (1-2kb)",19,46003508,46006173,2666,1,"20170","ENSMUST00000099393.3",1825,"ENSMUSG00000074811","Hps6","HPS6, biogenesis of lysosomal organelles complex 2 subunit 3"
"chr19",46317617,46318021,405,"*",405,46318011,14,13.6585,8.19118,9.71661,"RARG_Treated_vs_Input_peak_245","Promoter (<=1kb)",19,46312087,46317591,5505,2,"73728","ENSMUST00000225748.1",-26,"ENSMUSG00000037126","Psd","pleckstrin and Sec7 domain containing"
"chr19",47014931,47015428,498,"*",498,47015132,98,144.212,42.4501,138.509,"RARG_Treated_vs_Input_peak_246","Promoter (<=1kb)",19,46887828,47015153,127326,2,"76952","ENSMUST00000172239.2",0,"ENSMUSG00000025041","Nt5c2","5'-nucleotidase, cytosolic II"
"chr19",47314146,47314360,215,"*",215,47314163,22,17.4123,8.28469,13.3076,"RARG_Treated_vs_Input_peak_247","Promoter (<=1kb)",19,47266913,47314751,47839,2,"14218","ENSMUST00000237796.1",391,"ENSMUSG00000053617","Sh3pxd2a","SH3 and PX domains 2A"
"chr19",61054940,61055189,250,"*",250,61054990,6,5.46121,4.36263,1.84724,"RARG_Treated_vs_Input_peak_248","3' UTR",19,61127003,61127564,562,2,"414758","ENSMUST00000148569.3",72375,"ENSMUSG00000074733","Zfp950","zinc finger protein 950"
"chr2",10856787,10857233,447,"*",447,10857182,6,5.59648,4.44106,1.97712,"RARG_Treated_vs_Input_peak_249","Distal Intergenic",2,11172108,11301222,129115,1,"18761","ENSMUST00000028118.8",-314875,"ENSMUSG00000026778","Prkcq","protein kinase C, theta"
"chr2",16025109,16025323,215,"*",215,16025247,40,43.9202,16.964,38.9031,"RARG_Treated_vs_Input_peak_250","Intron (ENSMUST00000146205.2/102635496, intron 29 of 38)",2,16356304,16755839,399536,1,"67448","ENSMUST00000028081.12",-330981,"ENSMUSG00000026748","Plxdc2","plexin domain containing 2"
"chr2",18677656,18677882,227,"*",227,18677674,19,21.1318,11.3917,16.8684,"RARG_Treated_vs_Input_peak_251","Promoter (<=1kb)",2,18677807,18683676,5870,1,"12151","ENSMUST00000150834.7",0,"ENSMUSG00000026739","Bmi1","Bmi1 polycomb ring finger oncogene"
"chr2",19658598,19658813,216,"*",216,19658806,13,15.4948,9.40581,11.4679,"RARG_Treated_vs_Input_peak_252","Promoter (<=1kb)",2,19657752,19660583,2832,1,"71198","ENSMUST00000052168.5",846,"ENSMUSG00000043415","Otud1","OTU domain containing 1"
"chr2",25950415,25950642,228,"*",228,25950517,5,4.21394,3.63248,0.765853,"RARG_Treated_vs_Input_peak_253","Intron (ENSMUST00000091268.10/227634, intron 5 of 16)",2,25929932,25935561,5630,2,"227634","ENSMUST00000134970.7",-14854,"ENSMUSG00000026933","Camsap1","calmodulin regulated spectrin-associated protein 1"
"chr2",27677097,27677337,241,"*",241,27677098,19,19.7838,10.5926,15.5759,"RARG_Treated_vs_Input_peak_254","Promoter (<=1kb)",2,27677201,27762957,85757,1,"20181","ENSMUST00000077257.11",0,"ENSMUSG00000015846","Rxra","retinoid X receptor alpha"
"chr2",30256408,30256736,329,"*",329,30256722,30,19.9523,7.5456,15.7413,"RARG_Treated_vs_Input_peak_255","Exon (ENSMUST00000113654.7/241296, exon 2 of 3)",2,30266203,30282148,15946,1,"227696","ENSMUST00000154647.7",-9467,"ENSMUSG00000079484","Phyhd1","phytanoyl-CoA dioxygenase domain containing 1"
"chr2",32326837,32327066,230,"*",230,32326899,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_256","Intron (ENSMUST00000113352.8/13429, intron 11 of 21)",2,32308497,32320581,12085,2,"13429","ENSMUST00000129156.4",-6256,"ENSMUSG00000026825","Dnm1","dynamin 1"
"chr2",32396247,32396483,237,"*",237,32396479,17,10.4817,5.58962,6.66234,"RARG_Treated_vs_Input_peak_257","Promoter (<=1kb)",2,32396440,32401023,4584,1,"96979","ENSMUST00000123714.3",0,"ENSMUSG00000026820","Ptges2","prostaglandin E synthase 2"
"chr2",35979168,35979429,262,"*",262,35979340,6,5.25031,4.23789,1.64697,"RARG_Treated_vs_Input_peak_258","Promoter (<=1kb)",2,35751241,35979624,228384,2,"74410","ENSMUST00000028248.10",195,"ENSMUSG00000026885","Ttll11","tubulin tyrosine ligase-like family, member 11"
"chr2",38710726,38710943,218,"*",218,38710735,19,17.7659,9.37424,13.6483,"RARG_Treated_vs_Input_peak_259","Promoter (<=1kb)",2,38701322,38711188,9867,2,"26423","ENSMUST00000149690.1",245,"ENSMUSG00000026751","Nr5a1","nuclear receptor subfamily 5, group A, member 1"
"chr2",48813909,48814221,313,"*",313,48813920,17,14.1115,7.71819,10.1423,"RARG_Treated_vs_Input_peak_260","Promoter (<=1kb)",2,48814109,48903269,89161,1,"11480","ENSMUST00000063886.3",0,"ENSMUSG00000052155","Acvr2a","activin receptor IIA"
"chr2",69897351,69897603,253,"*",253,69897594,22,29.773,15.4524,25.1188,"RARG_Treated_vs_Input_peak_261","Promoter (<=1kb)",2,69897303,69938659,41357,1,"68795","ENSMUST00000131553.1",48,"ENSMUSG00000044308","Ubr3","ubiquitin protein ligase E3 component n-recognin 3"
"chr2",72979775,72979999,225,"*",225,72979791,38,56.1672,24.8922,51.0082,"RARG_Treated_vs_Input_peak_262","Promoter (<=1kb)",2,72979516,72988546,9031,1,"100503849","ENSMUST00000146195.1",259,"ENSMUSG00000063714","Sp3os","trans-acting transcription factor 3, opposite strand"
"chr2",73273253,73273467,215,"*",215,73273451,28,23.7269,10.0375,19.339,"RARG_Treated_vs_Input_peak_263","Promoter (1-2kb)",2,73271966,73284706,12741,1,"381373","ENSMUST00000147133.1",1287,"ENSMUSG00000068859","Sp9","trans-acting transcription factor 9"
"chr2",91115116,91115355,240,"*",240,91115126,22,25.0535,12.8244,20.6033,"RARG_Treated_vs_Input_peak_264","Promoter (2-3kb)",2,91118144,91136510,18367,1,"17868","ENSMUST00000111430.9",-2789,"ENSMUSG00000002100","Mybpc3","myosin binding protein C, cardiac"
"chr2",93187599,93187819,221,"*",221,93187607,25,20.8607,9.36531,16.6057,"RARG_Treated_vs_Input_peak_265","Promoter (<=1kb)",2,93187670,93189562,1893,1,"277414","ENSMUST00000132182.1",0,"ENSMUSG00000068735","Trp53i11","transformation related protein 53 inducible protein 11"
"chr2",96732156,96732381,226,"*",226,96732170,9,7.42454,5.29632,3.71047,"RARG_Treated_vs_Input_peak_266","Intron (ENSMUST00000135431.7/241568, intron 2 of 6)",2,96318216,97630983,1312768,1,"241568","ENSMUST00000162807.8",413940,"ENSMUSG00000050587","Lrrc4c","leucine rich repeat containing 4C"
"chr2",98191549,98191956,408,"*",408,98191739,7,6.79645,5.1061,3.11382,"RARG_Treated_vs_Input_peak_267","Distal Intergenic",2,97468089,97629063,160975,1,"241568","ENSMUST00000170144.1",723460,"ENSMUSG00000050587","Lrrc4c","leucine rich repeat containing 4C"
"chr2",98666713,98667234,522,"*",522,98667143,40864,1600.41,1.5787,1592.64,"RARG_Treated_vs_Input_peak_268","Exon (ENSMUST00000099683.1/ENSMUST00000099683.1, exon 1 of 5)",2,97468089,97629063,160975,1,"241568","ENSMUST00000170144.1",1198624,"ENSMUSG00000050587","Lrrc4c","leucine rich repeat containing 4C"
"chr2",109890821,109891054,234,"*",234,109890831,8,8.55093,6.04659,4.79429,"RARG_Treated_vs_Input_peak_269","Promoter (<=1kb)",2,109890853,109901003,10151,1,"22343","ENSMUST00000028583.7",0,"ENSMUSG00000027162","Lin7c","lin-7 homolog C, crumbs cell polarity complex component"
"chr2",113832363,113832888,526,"*",526,113832548,17,21.139,11.8458,16.8748,"RARG_Treated_vs_Input_peak_270","3' UTR",2,113776362,113829121,52760,2,"20394","ENSMUST00000024005.7",-3242,"ENSMUSG00000023236","Scg5","secretogranin V"
"chr2",115645823,115646063,241,"*",241,115646005,5,4.90546,4.03106,1.31395,"RARG_Treated_vs_Input_peak_271","Intron (ENSMUST00000166472.7/399568, intron 5 of 10)",2,115638725,115638813,89,1,"100316703","ENSMUST00000157981.1",7098,"ENSMUSG00000088606","Mir1951","microRNA 1951"
"chr2",116456769,116457029,261,"*",261,116456971,8,4.95612,3.8591,1.36,"RARG_Treated_vs_Input_peak_272","Distal Intergenic",2,116075165,116076096,932,2,"69974","ENSMUST00000195368.1",-380673,NA,"2810405F15Rik","RIKEN cDNA 2810405F15 gene"
"chr2",118901726,118902145,420,"*",420,118901728,20,17.6442,9.00456,13.5287,"RARG_Treated_vs_Input_peak_273","Promoter (<=1kb)",2,118901453,118924528,23076,1,"228536","ENSMUST00000036578.6",273,"ENSMUSG00000040007","Bahd1","bromo adjacent homology domain containing 1"
"chr2",123206727,123207010,284,"*",284,123206923,6,4.3985,3.70743,0.931353,"RARG_Treated_vs_Input_peak_274","Distal Intergenic",2,122799762,122809559,9798,1,"59010","ENSMUST00000176343.1",406965,"ENSMUSG00000005803","Sqor","sulfide quinone oxidoreductase"
"chr2",130274507,130274721,215,"*",215,130274708,33,47.0938,21.7009,42.0326,"RARG_Treated_vs_Input_peak_275","Promoter (<=1kb)",2,130274492,130276098,1607,1,"67134","ENSMUST00000141872.1",15,"ENSMUSG00000027405","Nop56","NOP56 ribonucleoprotein"
"chr2",135659240,135659543,304,"*",304,135659247,24,19.6941,9.0051,15.4994,"RARG_Treated_vs_Input_peak_276","Promoter (<=1kb)",2,135659554,135742838,83285,1,"18798","ENSMUST00000139480.1",-11,"ENSMUSG00000039943","Plcb4","phospholipase C, beta 4"
"chr2",143862581,143862994,414,"*",414,143862759,32,33.3896,14.15,28.599,"RARG_Treated_vs_Input_peak_277","Promoter (<=1kb)",2,143826528,143862943,36416,2,"12075","ENSMUST00000099296.3",0,"ENSMUSG00000027420","Bfsp1","beaded filament structural protein 1, in lens-CP94"
"chr2",144330868,144331082,215,"*",215,144331073,23,21.3582,10.2909,17.0789,"RARG_Treated_vs_Input_peak_278","Promoter (<=1kb)",2,144317777,144331326,13550,2,"107586","ENSMUST00000138582.1",244,"ENSMUSG00000037279","Ovol2","ovo like zinc finger 2"
"chr2",146222419,146222724,306,"*",306,146222469,32,35.6203,15.4675,30.7767,"RARG_Treated_vs_Input_peak_279","Promoter (<=1kb)",2,146221921,146225020,3100,1,"53626","ENSMUST00000089257.5",498,"ENSMUSG00000068154","Insm1","insulinoma-associated 1"
"chr2",147012447,147012669,223,"*",223,147012534,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_280","Promoter (<=1kb)",2,147012996,147078000,65005,1,"24128","ENSMUST00000028921.5",-327,"ENSMUSG00000027433","Xrn2","5'-3' exoribonuclease 2"
"chr2",149895032,149895274,243,"*",243,149895157,5,4.35566,3.71751,0.899875,"RARG_Treated_vs_Input_peak_281","Intron (ENSMUST00000144179.1/433485, intron 1 of 1)",2,149830922,149899881,68960,1,"433485","ENSMUST00000149705.1",64110,"ENSMUSG00000074736","Syndig1","synapse differentiation inducing 1"
